id;parent_id;name;description;slug;link_rewrite;active;position;meta_title;meta_desc;
"381";"48";"Агастахе (Agastache)";"";"381-agastakhe-agastache";"agastakhe-agastache";"1";"4";"";"";
"306";"48";"Азорелла (Azorella)";"";"306-azorella";"azorella";"1";"5";"";"";
"380";"48";"Аїр (Acorus)";"Аїр – це багаторічна трав’яниста, злакова рослина. Його ще називають лепиха або татариня. Має вузьке листя зеленого кольору з білою смужкою, що зібране в пучок. Любить сонячні місця або легку півтінь. Росте на рівномірно зволожених грунтах.
Усі види лепехи використовуються в ландшафтному дизайні: їх садять по берегах штучних ставків і струмків. Цінуються рослини за декоративність свого листя. Усі види аїру не вимогливі до догляду та потребують лише обрізку для обмеження свого поширення; рослини розмножують шляхом поділу. Морозостійкість - приблизно до мінус 35 C.Аїр злаковий використовується також як акваріумна рослина.";"380-ayir-acorus";"ayir-acorus";"1";"6";"";"";
"1303";"48";"Акант (Acanthus)";"";"1303-acanthus";"acanthus";"1";"7";"Акант (Acanthus)";"Акант (Acanthus)";
"187";"48";"Аквілегія (Aquilegia)";"";"187-aquilegia";"aquilegia";"1";"8";"Аквілегія - Aquilegia";"Аквілегія - Aquilegia";
"1285";"48";"Актея (Actaea)";"";"1285-actaea";"actaea";"1";"9";"Клопоніг, Актея (Actaea)";"Клопоніг, Актея (Actaea)";
"182";"48";"Анемона (Anemone)";"Анемона – багаторічна трав’яниста рослина, з гарним перистим, зеленим листям. Анемони мають прямі стебла, деякі види можуть виростати до 90 см.При правильному догляді вони активно розвиваються та ростуть. Для висадки підійдуть сонячні місця або легка півтінь. Анемони не переносять надмірного зволоження грунту.";"182-anemone";"anemone";"1";"10";"Анемона (Вітряниця) Anemone";"Анемона (Вітряниця) Anemone";
"188";"48";"Арабіс (Arabis)";"";"188-arabis";"arabis";"1";"11";"Арабіс - Arabis";"Арабіс - Arabis";
"225";"48";"Армерія (Armeria)";"Армерія – багаторічна, низькоросла, трав’яниста рослина до 35см заввишки. Листя лінійні, зібрані в прикореневу розетку. В кінці весни рослина покривається дрібними, але численними рожевими, червоними або білими квітками, зібраними в кулясті суцвіття. Армерія надає перевагу сонячним ділянкам з пухким, супіщаним, помірно вологим та обов’язково кислим грунтом. Активно використовують у флористиці, квітниках, рокаріях, в контейнерній посадці та у формуванні квітучих бордюрів.";"225-armeria";"armeria";"1";"12";"Армерія - Armeria";"Армерія - Armeria";
"190";"48";"Астильба (Astilbe)";"Астильба – це багаторічна, трав’яниста рослина до 50см заввишки та до 40см завширшки. Вирізняється своїм яскравим виглядом. Забарвлення залежить від сорту. Особливо привабливо виглядають квітки білих, червоних, рожевих та фіолетових відтінків. Суцвіття ромбовидні, пухкі. Велике листя утворює ажурний кущ темно-зеленого, бордового, бронзового кольору. Плід — коробочка з дрібним насінням. Цінується астильба за тривале, пишне цвітіння, тіневитривалість та стійкість до високої вологості грунту. Астильба ефектно виглядає на напівтінистих міксбордерах, кам'янистих гірках, в рабатках вздовж газонів та на березі водойм. Ця рослина допоможе зі смаком оформити ділянку і оживити навіть темні куточки вашого саду.";"190-astilbe";"astilbe";"1";"13";"Астильба Astilbe";"Астильба Astilbe";
"1274";"48";"Асперула (Asperula) ";"";"1274-asperula";"asperula";"1";"14";"Асперула (Asperula) ";"Асперула (Asperula) ";
"189";"48";"Астра (Aster)";"";"189-aster";"aster";"1";"15";"Астра 'Aster'";"Астра (Aster) оптом і в роздріб";
"1263";"48";"Астранція (Astrantia)";"";"1263-astrantia";"astrantia";"1";"16";"";"";
"181";"48";"Ацена (Acaena)";"";"181-acaena";"acaena";"1";"17";"Ацена - Acaena";"Ацена - Acaena";
"1222";"48";"Бадан (Bergenia)";"Бадан – рід вічнозелених однорічних та багаторічних рослин родини Ломикаменевих.  Рослини заввишки від 6 до 35 см. Листя темно-зеленого кольору на довгих черешках. Квітки келихоподібної форми білого, червоного або рожевого кольору, зацвітають у кінці весни – на початку літа. В основному ці рослини невибагливі до родючості грунту, проте потребують розпушення субстрату та помірного поливу. Гарно виглядають поруч з іншими рослинами, часто використовуються в озеленені саду, створення клумб, рабаток та міксбордерів. ";"1222-badan-bergenia";"badan-bergenia";"1";"18";"Бадан (Bergenia)";"Бадан (Bergenia)";
"1254";"48";"Бамбук (Bambus) ";"";"1254-bambuk-bambus";"bambuk-bambus";"1";"19";"Бамбук (Bambus) ";"Бамбук (Bambus) ";
"221";"48";"Барвінок (Vinca)";"";"221-vinca";"vinca";"1";"20";"Барвінок - Vinca";"Барвінок - Vinca";
"1223";"48";"Бруннера (Brunnera)";"Бруннера – багаторічна трав’яниста декоративна рослина. Може виростати до 50 см заввишки. Листя серцевидної форми . В залежності від сорту листочки можуть мати різне забарвлення. Завдяки розвиненій кореневій системі, бруннері не страшний бур'ян. Садити рекомендується в тіні або півтіні, в посушливу погоду поливати. Брунера підійде для бордюрної висадки а також як фон для квітників. До і після цвітіння рослина не втрачає свого декоративного вигляду. Пишність Бруннери активно застосовується для посадки в рокаріях, альпійських гірках, багаторівневих клумбах, міксбордерах. ";"1223-brunnera-brunnera";"brunnera-brunnera";"1";"21";"Бруннера (Brunnera)";"Бруннера (Brunnera)";
"1270";"48";"Бутелуа (Bouteloua)";"";"1270-butelua-bouteloua";"butelua-bouteloua";"1";"22";"Бутелуа (Bouteloua)";"Бутелуа (Bouteloua)";
"1348";"48";"Валеріана червона (Centranthus ruber)";"Кентранус червоний, центранус червоний, остріжник червоний, шпора валеріани";"1348-centranthus-ruber";"centranthus-ruber";"1";"23";"Валеріана червона (Centranthus ruber)";"Кентранус червоний, центранус червоний, остріжник червоний, шпора валеріани";
"413";"48";"Вероніка (Veronica)";"Вероніка – багаторічна рослина, що може зростати до 20-30 см. Має форму куща. Квітне протягом усього літа, видовженими, схожими на свічку суцвіттями. Листочки злегка зазубрені, зелені. Висаджувати краще у півтінь або сонячне місце. Вероніка любить помірно зволожений, дренований грунт. Цю рослину використовують як для висадки в контейнерах так і в ландшафтному дизайні.";"413-veronika-veronica";"veronika-veronica";"1";"24";"Вероніка (Veronica)";"Вероніка (Veronica)";
"1211";"48";"Вербена (Verbena)";"Вербена стійка, високоросла багаторічна рослина. Листочки подовгуваті, загостренні на кінці. Зазвичай квіти рожево-фіолетового забарвлення утворюють щільне суцвіття до 5 см. Надає перевагу сонячним ділянкам, захищеним від вітру. Грунт повинен бути легким, вологим та помірно родючим. Вербена не сильно стійка до морозів, тому на зиму потрібно укривати. Має здатність насіюватись та "мігрувати" по ділянці. Використовують в групових посадках, висаджують вздовж садових доріжок. Гарно виглядає в композиції з низькими рослинами.";"1211-verbena-verbena";"verbena-verbena";"1";"25";"";"";
"1205";"48";"Вербозілля (Lysimachia)";"Вербозілля - багаторічна ґрунтопокривна рослина. Листя яскраво зеленого, інколи жовтого  забарвлення з дрібними, насичено-жовтими квітами. Надає перевагу сонячним та добре зволоженим грунтам. В затінку теж непогано почувається, але втрачає свою яскравість. Морозостійке. Вербозілля часто використовують в рокаріях, в оформленні  берегів водойм.";"1205-verbozillya-lysimachia";"verbozillya-lysimachia";"1";"26";"Вербозілля (Lysimachia)";"Вербозілля (Lysimachia)";
"1315";"48";"Воловик (Anchusa)";"";"1315-anchusa";"anchusa";"1";"27";"Воловик (Anchusa)";"Воловик (Anchusa)";
"382";"48";"Куничник (Calamagrostis)";"Куничник (Війник) –декоративна, злакова, трав’яниста рослина. Росте як густий, вертикальний кущ з пухнастими, видовженими, мітловидними суцвіттями. Сонцелюбна рослина, проте непогано почувається в тіні. До грунту невибаглива, але краще зростає на родючих, добре дренованих грунтах. Зазвичай використовують в групових посадках та в оформленні садів, гарно виглядає в декоруванні букетів.";"382-vijnik-calamagrostis";"vijnik-calamagrostis";"1";"28";"Куничник (Війник) Calamagrostis";"Куничник (Війник) Calamagrostis";
"1278";"48";"Вітекс";"";"1278-viteks";"viteks";"1";"29";"Вітекс";"Вітекс";
"1304";"48";"Гаура (Gaura)";"";"1304-gaura";"gaura";"1";"30";"Гаура (Gaura)";"Гаура (Gaura)";
"202";"48";"Гайлардія (Gaillardia)";"";"202-gaillardia";"gaillardia";"1";"31";"Гайлардія (Гаярдія) - Gaillardia";"Гайлардія (Гаярдія) - Gaillardia";
"197";"48";"Гвоздика (Dianthus)";"Гвоздика – багаторічна, трав’яниста рослина. Листя сіро-зеленого кольору. Квіти, в залежності від сорту, мають різноманітне та яскраве забарвлення. Має пряний аромат. Світлолюбна рослина, обирає легкий, добре дренований, без надмірної волог, грунт. Гарно виглядає як в садових клумбах, так і в ніжних букетах. ";"197-dianthus";"dianthus";"1";"32";"Гвоздика - Dianthus";"Гвоздика - Dianthus";
"247";"48";"Гірчак (Persicaria)";"";"247-girchak-persicaria";"girchak-persicaria";"1";"33";"Гірчак (Persicaria)";"Гірчак (Persicaria, Polygonum)";
"1314";"48";"Геленіум (Helenium)";"";"1314-helenium";"helenium";"1";"34";"Геленіум (Helenium)";"Геленіум (Helenium)";
"251";"48";"Гейхера (Heuchera)";"Гейхера – швидкоросла, багаторічна рослина. Залежно від сорту може бути забарвлена в різноманітні яскраві та цікаві кольори. Полюбляє теплі, сонячні або частково затінені ділянки з добре дренованими, нейтрально-кислими грунтами. Морозостійка. Гарно виглядає в домашньому саду, часто її  використовують в рокаріях, клумбах та для оформлення бордюрів.";"251-heuchera";"heuchera";"1";"35";"Гейхера (Heuchera)";"Гейхера (Heuchera)";
"252";"48";"Гейхерела (Heucherella)";"Категорія Гейхерела:Гейхерелла – це багаторічна трав'яниста рослина, гібрид тіарелли і гейхери. Має товсте поверхневе коріння, гнучкі стебла і декоративне щільне листя. Влітку деякі види випускають невеликі світлі квітки. Більшість кущів піднімається над поверхнею землі не більше ніж на 50см. Гейхерела є невибагливою рослиною – може рости як на сонці, так і в затінку, зберігає колір листя аж до заморозків, морозостійка та посухостійка, не любить надмірного зволоження грунту. Гейхерела часто використовується в ландшафтному дизайні завдяки різноманітності забарвлення листочків. Їх використовують як в групових, так і в одиночних посадках.";"252-heucherella";"heucherella";"1";"36";"Гейхерела (Heucherella)";"Гейхерела (Heucherella)";
"1284";"48";"Головатень (Echinops)";"";"1284-golovaten-echinops";"golovaten-echinops";"1";"37";"";"";
"298";"48";"Гравілат (Geum)";"Гравілат, який ще називають гребі́нник (лат. Géum), належить до багаторічних рослин родини розові. Гравілат яскраво-червоний, чилійський та ряд інших видів розводять як декоративні рослини, які набувають все більшої популярності!
Вибираючи місце для посадки гравілату, слід враховувати, що практично всі різновиди погано реагують на застій вологи в грунті. Варто уникати ділянок, де коренева система рослини буде розташована поблизу грунтових вод. Не засмучуйтесь, якщо на вашій ділянці немає підходящого місця - ви можете створити для рослини потрібні умови: посадити у високій клумбі або підняти грунт, просто додавши в нього більше піску. Гравілат найкраще почуватиметься при висадці в легкий, пухкий і проникний грунт.
Гравілат буде рости і на сонці, і в тіні. Але зважайте на те, що в затінку цвітіння буде не сильно рясним, проте довгим. Оптимальним для посадки буде місце з розсіяним світлом.";"298-gravilat-geum";"gravilat-geum";"1";"38";"Гравілат (Geum)";"Гравілат (Geum)";
"1294";"48";"Гребінничок (Waldsteinia)";"";"1294-waldsteinia";"waldsteinia";"1";"39";"Гребінничок, Вальдштейнія (Waldsteinia)";"Гребінничок, Вальдштейнія (Waldsteinia)";
"203";"48";"Тирлич (Gentiana)";"Горечавка – трав’яниста багаторічна рослина. Має зелене, ланцетне овальне листя. В залежності від сорту може квітнути весною або на початку осені, гарними яскравими квітами. Форма квітки нагадує дзвіночок. Висаджувати горечавку краще у півтінь або на сонячне місце в добре дренований родючий грунт. Не переносить застою води. Морозостійка. Горечавку використовують в групових посадках в рокаріях. Також вона чудово виглядатиме в комбінації з хвойними та злаками.";"203-gorechavka-tirlich-gentiana";"gorechavka-tirlich-gentiana";"1";"40";"Тирлич - Горечавка - Gentiana  ";"Тирлич - Горечавка - Gentiana";
"410";"48";"Гусятник (Eragrostis)";"";"410-gusyatnik-eragrostis";"gusyatnik-eragrostis";"1";"41";"Гусятник (Eragrostis)";"Гусятник (Eragrostis)";
"196";"48";"Делосперма (Delosperma)";"Делосперма – це багаторічна грунтопокривна рослина. Не вибаглива у догляді. Ідеально підійде для сонячних місць. Швидко розростається, посухостійка. Не любить надмірного зволоження. Квітне з травня до вересня гарними квітами. Колір залежить від сорту. В похмуру погоду квіти можуть закриватися. Висаджують в рокаріях та на альпійських гірках, також можна вирощувати в контейнерах.";"196-delosperma";"delosperma";"1";"42";"Делосперма - Delosperma";"Делосперма - Delosperma";
"1220";"48";"Дельфініум (Delphinium)";"Дельфіній ще називають сокирки, остріжки, цар-зілля. Дельфіній – це багаторічна трав’яниста рослина. Має прямостояче стебло із зеленими листочками. Квітне в червні – серпні, гарними суцвіттями. Морозостійкий. Висаджується  у захищеному від вітру місці. Використовується в ландшафтному дизайні – в групових та одиночних посадках, на клумбах та газонах. Також використовують у флористиці.";"1220-delfinium";"delfinium";"1";"43";"Дельфініум (Delphinium)";"Дельфініум (Delphinium)";
"1217";"48";"Деревій (Achillea)";"";"1217-derevij-achillea";"derevij-achillea";"1";"44";"";"";
"192";"48";"Дзвоники (Campanula)";"";"192-campanula";"campanula";"1";"45";"Дзвоники (Campanula)";"Дзвоники (Campanula)";
"397";"48";"Дивина (Verbascum)";"";"397-divina-verbascum";"divina-verbascum";"1";"46";"";"";
"400";"48";"Діцентра (Dicentra)";"";"400-dicentra-dicentra";"dicentra-dicentra";"1";"47";"Діцентра (Dicentra)";"Діцентра (Dicentra)";
"1332";"48";"Дрік (Genista)";"";"1332-genista";"genista";"1";"48";"Дрік (Genista)";"";
"1321";"48";"Душевка (Acinos)";"";"1321-acinos";"acinos";"1";"49";"Душевка (Acinos)";"Душевка (Acinos), ацінос, щебрушка";
"1290";"48";"Едельвейс (Leontopodium, Білотка)";"";"1290-edelvejs-leontopodium";"edelvejs-leontopodium";"1";"50";"Едельвейс (Leontopodium, Білотка)";"Едельвейс (Leontopodium, Білотка)";
"201";"48";"Ехінацея (Echinacea)";"Ехінацея – багаторічна, трав’яниста рослина. Вирізняється своїм яскравим цвітінням. Листя та пагони темно зеленого забарвлення, довгуватої форми, пухнасті на дотик. При виборі ділянки слід надати перевагу сонячним місцям з пухким, родючим, добре дренованим та помірно вологим грунтом. Ехінацея — цінна лікарська рослина, використовується в одиночних і групових посадках. Також красиво виглядають окрема група ехінацеї на газоні.";"201-echinacea";"echinacea";"1";"51";"Ехінацея - Echinacea (Рудбекія)";"Ехінацея - Echinacea (Рудбекія)";
"185";"48";"Живучка (Ajuga)";"Живучка — рід трав'янистих рослин сімейства Губоцвіті. Низькоросла рослина, разом з квітконосом досягає у висоту до 30 см. Декоративна завдяки своїм невеликим листочкам в забарвленні яких в залежності від сорту та на різних грунтах і при різній освітленості присутні червоні, бузкові та коричневі відтінки і плями. Люблять вологі, легкі, родючі суглинки або супіщані грунти. Не переносить посуху, потребує частого поливу. Рослина підходить для великих кам'янистих садів, так як дуже швидко утворює щільний густий покрив. Можна використовувати її для покриття грунту навколо дерев та під кущами.";"185-ajuga";"ajuga";"1";"52";"Живучка - ajuga";"Живучка - ajuga";
"1322";"48";"Заяча конюшина (Anthyllis)";"";"1322-anthyllis";"anthyllis";"1";"53";"Заяча конюшина (Anthyllis)";"Заяча конюшина (Anthyllis)";
"207";"48";"Іберіс (Iberis)";"Іберіс – рід трав’янистих рослин сімейства хрестоцвіті. Стебла іберісу в залежності від сорту прямостоячі або сланкі гіллясті висотою від 10 до 70 см. Коренева система стрижнева. Листя прості, насичено-зеленого кольору, завдовжки до 7 см. Пелюстки білі, рожеві або лілові. Всі види і сорти іберіс  невибагливі у вирощуванні в саду. Полюбляють відкриті сонячні ділянки та місця, які не перезволожені. Мають високу декоративність, прикрашаючи альпійські гірки, клумби, вазони та квітники. Рослі сорти йдуть на зрізання для букетів. Під час цвітіння ця рослина здатна наповнити весь сад заспокійливим пахощами медового аромату.                                                                                                                                                                                                                                                                  ";"207-iberis";"iberis";"1";"54";"Іберіс (Iberis)";"Іберіс (Iberis)";
"266";"48";"Імперата (Imperata)";"Імперата – це багаторічна трав’яниста рослина. Росте вертикально до 80 см. Листя видовжені, жорсткі. Любить вологу але не переносить застою води. Висаджувати краще на родючих грунтах що багаті на поживні речовини. Імперату часто використовують в ландшафтному дизайні. За допомогою цієї рослини створюють яскраві акценти як в одиночних так і в групових посадках.";"266-imperata";"imperata";"1";"55";"Імперата (Imperata)";"Імперата (Imperata)";
"392";"48";"Канаркова трава (Phalaris)";"Канаркова трава – це багаторічний швидкорослий злаковий кущ. Має видовжене листя. Колір залежить від сорту. Ця рослина може витримувати посуху але при цьому вона полюбляє вологий грунт. За допомогою канаркової трави можна створювати живі огорожі, так як вона може виростати до 1,5-2 м у висоту. Також її використовують для висадки біля водойм. Основною особливістю цієї рослини є те, що вона пристосовується до будь яких умов, може рости на сонці в тіні, на посушливих ділянках та навіть у водоймах.";"392-kanarkova-trava-phalaris";"kanarkova-trava-phalaris";"1";"56";"";"";
"1349";"48";"Кермек (Limonium)";"лимоніум, лімоніум, статиця, статице перекотиполе";"1349-limonium";"limonium";"1";"57";"Кермек (Limonium)";"лимоніум, лімоніум, статиця, статице перекотиполе";
"1214";"48";"Ковила (Stipa)";"Ковила - дуже красива і пишна злакова багаторічна рослина. Наприкінці весни вона формує тоненькі ниткоподібні стебла з пір’ястими суцвіттями. Спочатку їх колір так само зелений, як і в листя, але згодом вони стають сріблясто-бежевими. При виборі місця посадки, слід віддадати перевагу сонячним теплим місцям з добре дренованим грунтом. Ковила підійде для групових посадок. Використовують для формування бордерів, композицій з іншими декоративними травами та у флористиці.";"1214-kovila-stipa";"kovila-stipa";"1";"58";"";"";
"1268";"48";"Корділіна (Cordyline)";"";"1268-cordyline";"cordyline";"1";"59";"Корділіна (Cordyline)";"Корділіна (Cordyline)";
"194";"48";"Кореопсис (Coreopsis)";"Кореопсис - яскрава багаторічна трав'яниста рослина. Вирізняється своїм густим, пухнастим, ніжним та м’яким листям світло-зеленого кольору. Квіти, залежно від сорту, бувають різних кольорів, але завжди теплого насиченого забарвлення. Кореопсис світлолюбна рослина, тому для вирощування слід обирати сонячні місця.  Грунт повинен бути легким, пухким, помірно зволоженим та помірно родючим. Рослина добре переносить українські зими та стійка до посушливих періодів. Чудово підходить для вирощування в рокаріях, альпінаріях і в міксбордерах. Також використовують в домашніх або міських клумбах та у флористиці.";"194-coreopsis";"coreopsis";"1";"60";"Кореопсис - Coreopsis";"Кореопсис - Coreopsis";
"384";"48";"Кортадерія (Cortaderia)";"";"384-kortaderiya-cortaderia";"kortaderiya-cortaderia";"1";"61";"";"";
"386";"48";"Костриця (Festuca)";"Костриця або вівсянниця - рід трав'янистих рослин, що належить до родини Тонконогі. Багаторічні рослини, деякі різновиди вічнозелені. Стебла прямостоячі, максимальна їх висота до 1,2 м. Листя довгасте, шириною до 1,5 см, із лінійним жилкуванням, переважно у більшості видів покрите шорсткою поверхнею, густими волосками. Колоски костриці формують суцвіття - волоті, які можуть бути як розлогі, так і компактні. Переважна більшість рослин цього роду є посухостійкими. Найчастіше використовують в міксбордерах, для створення газону.";"386-kostricya-festuca";"kostricya-festuca";"1";"62";"Костриця - festuca";"Костриця, фестука, вівсяниця";
"1308";"48";"Космея (Cosmos)";"";"1308-kosmeya";"kosmeya";"1";"63";"Космея (Cosmos)";"Космея (Cosmos)";
"210";"48";"Котовник (Nepeta)";"Котовник – рід багаторічних трав'янистих рослин родини Глухокропивові. Розквітають блакитним, білим та жовтим кольорами. Квітнуть тривало і рясно. Вирізняються густим ароматним листям. Світлолюбні, але можуть добре рости в легкій півтіні. Не виносять тривалого перезволоження, особливо застою вологи на важких грунтах. Не вибагливі до родючості грунту, проте потребують хорошого дренажу. Використовують їх для групових посадок групами на газоні, на кам'янистих гірках, а також для зрізання.";"210-nepeta";"nepeta";"1";"64";"Котовник, Котяча м'ята, Nepeta";"Котовник, Котяча м'ята, Nepeta";
"269";"48";"Котула (Cotula)";"";"269-kotula-cotula";"kotula-cotula";"1";"65";"Cotula";"Cotula котула грунтопокривна рослина для альпійської гірки";
"223";"48";"Котячі лапки (Antennaria)";"";"223-antennaria";"antennaria";"1";"66";"Котячі лапки - Antennaria";"Котячі лапки - Antennaria";
"1291";"48";"Крилотичинник (Aethionema, Кам'янка)";"";"1291-aethionema";"aethionema";"1";"67";"Крилотичинник (Aethionema, Кам'янка)";"Крилотичинник (Aethionema, Кам'янка)";
"198";"48";"Крупка (Draba)";"Крупка – багаторічна грунтопокривна рослина. Її ще називають драба. Це морозостійка рослина. Листочки утворюють щільні розетки висотою 5-7 см. Квітконоси численні, що височіють над рослиною. Дрібні, жовті, рідше - білі квітки зібрані в суцвіття. Цвітуть вони навесні, у квітні-травні, іноді буває слабке повторне цвітіння. Всі види крупки віддають перевагу відкритим, добре дренованим ділянкам з легкими піщаними грунтами з додаванням вапна. Страждають від вимокання навесні та восени. Використовують їх як ґрунтопокровні, килимові рослини або в рокаріях.";"198-draba";"draba";"1";"68";"Крупка - Draba";"Крупка - Draba";
"1292";"48";"Кулівниця (Globularia)";"";"1292-globularia";"globularia";"1";"69";"Кулівниця (Globularia)";"Кулівниця (Globularia)";
"1273";"48";"Купальниця (Trollius)";"";"1273-trollius";"trollius";"1";"70";"Купальниця (Trollius)";"Купальниця (Trollius)";
"1276";"48";"Кніпхофія (Kniphofia)";"";"1276-knipkhofiya";"knipkhofiya";"1";"71";"Кніпхофія (Kniphofia)";"Кніпхофія (Kniphofia)";
"387";"48";"Королиця (Leucanthemum)";"";"387-margaritka-leucanthemum";"margaritka-leucanthemum";"1";"72";"Королиця (Leucanthemum)";"Королиця (Leucanthemum)";
"235";"48";"Лаванда (Lavandula)";"lavandula angustifloia, lavandula spicata, lavandula officinalis, англійська лаванда.
Багаторічний напівкущ з численними пагонами до 60 см заввишки, які в нижній частині дерев'яніють.
Листя щільне, лінійне, сріблясто-зеленувато-сіре. Невеличкі двостатеві блакитно-бузкові квіточки зібрані у колоскові суцвіття на верхівках безлистих пагонів. Суцвіття мають приємний запах, а колір може змінюватися від фіолетово-синього до лілового. Цвіте англійська лаванда в червні-серпні. Зимостійкість на рівні 4-5 зони (інколи потрібне додаткове укриття).
Вузьколиста лаванда найкраще підходить для регіонів з більш холодним кліматом.
Місце для посадки лаванди повинно бути сонячним і теплим.
Посадку лаванди краще проводити в добре дренований, помірно родючий вапнистий грунт. Лаванда не буде гарно рости на тяжких глинистих грунтах з високою кислотністю та високим стоянням грунтових вод. Грунтосуміш для посадки лаванди можна підготувати власними силами з листової землі, перегною і піска в пропорції 3:2:1 з додаванням мінерального добрива з розрахунку 20г на одну лунку.
Місце під посадку лаванди слід обирати ретельно - дорослі кущі лаванди ризиковано пересаджувати.
Висаджують лаванду на відстані приблизно рівній максимальній висоті куща. А для отримання монолітного блоку огорожі з лаванди цю відстань можна вдвічі зменшити.
Догляд за лавандою включає в себе регулярну прополку. Можна застосувати мульчування з листя або декоративного субстрату, але слід обов'язково залишити неприкритою ділянку біля основи куща - для уникнення підгнивання.
Полив лаванди має бути помірним.
Дуже важливою для отримання гарних і пишних кущиків є обрізка лаванди. Перша обрізка проводиться одразу після того, як зів'януть колоски суцвіть - лише на декілька сантиметрів нижче колоска. Восени проводять більш радикальну обрізку.
Лаванда чудово підійде для терас, садів з ароматними травами, низьких бордюрів та композицій.
Ефектно виглядатиме лаванда в комбінації з трояндами, кущами, які люблять сухіший грунт. Традиційні "партнери" для лаванди - рослини з жовтими квітами для створення колористичного контрасту, наприклад, різні сорти сантоліни.";"235-lavandula";"lavandula";"1";"73";"Лаванда (Lavandula) різні сорти | landshaft.info";"Купити різні сорти лаванди з розсадника | Опис, розмір, ціна, фото. Доставка по Україні. | landshaft.info";
"1246";"48";"Левізія (Lewisia)";"";"1246-leviziya-lewisia";"leviziya-lewisia";"1";"74";"Левізія (Lewisia)";"Левізія (Lewisia)";
"1307";"48";"Лептінелла (Leptinella)";"";"1307-leptinella";"leptinella";"1";"75";"Лептінелла (Leptinella)";"Лептінелла (Leptinella)";
"1306";"48";"Лобелія (Lobelia)";"";"1306-lobelia";"lobelia";"1";"76";"Лобелія (Lobelia)";"Лобелія (Lobelia)";
"186";"48";"Ломикамінь (Saxifraga)";"";"186-saxifraga";"saxifraga";"1";"77";"Каменеломка - Saxifraga";"Каменеломка - Saxifraga";
"1271";"48";"Ліатріс (Liatris)";"";"1271-liatris";"liatris";"1";"78";"Ліатріс (Liatris)";"Ліатріс (Liatris)";
"1318";"48";"Літодора (Lithodora)";"";"1318-litodora-lithodora";"litodora-lithodora";"1";"79";"Літодора (Lithodora)";"Літодора (Lithodora)";
"1230";"48";"Люпин (Lupinus)";"";"1230-lyupin-lupinus";"lyupin-lupinus";"1";"80";"Люпин (Lupinus)";"Люпин (Lupinus)";
"211";"48";"Материнка (Origanum)";"";"211-origanum";"origanum";"1";"81";"Материнка, Душица, Орегано,  Origanum";"Материнка, Душица, Орегано,  Origanum";
"1316";"48";"Мальва (Malva)";"";"1316-malva";"malva";"1";"82";"Мальва (Malva)";"Мальва (Malva)";
"1317";"48";"Медова трава (Holcus)";"";"1317-holcus";"holcus";"1";"83";"Медова трава (Holcus)";"Медова трава, Бухарник (Holcus)";
"1309";"48";"Медунка (Pulmonaria)";"";"1309-pulmonaria";"pulmonaria";"1";"84";"Медунка (Pulmonaria)";"Медунка (Pulmonaria)";
"209";"48";"Меліса (Melissa)";"Меліса — ароматна багаторічна пряна рослина з ніжним лимонним запахом і яскраво-зеленим зморшкуватим листям. Утворює густі кущики та влітку цвіте дрібними білими або світло-рожевими квітками, приваблюючи бджіл. Ідеально підходить для пряних грядок, контейнерів і лікарських садів.";"209-melissa";"melissa";"1";"85";"Меліса - Melissa";"Меліса - Melissa";
"1319";"48";"Мінуарція (Minuartia)";"Мінуарція (Minuartia), Мокричник, Мінуартія";"1319-minuartia";"minuartia";"1";"86";"Мінуарція (Minuartia)";"Мінуарція (Minuartia), мокричник, мінуартія";
"388";"48";"Міскантус (Miscanthus)";"Міскантус – це багаторічна трав’яниста рослина. Листочки видовжені, плакучої форми. Колір залежить від сорту. Квітне восени, гарними мітловидними суцвіттями. Невибагливий до грунту, але важкі глинисті та піщані грунти не переносить. Прекрасно себе почуває на добре зволожених ділянках, але може рости і на відносно сухих місцях. Міскантусами прикрашають береги водойм, їх висаджують окремо або групами в миксбордерах, рокаріях. Практично всі міскантуси мають тривалий період декоративності - з весни до пізньої зими. Восени їх листя забарвлюється в різні відтінки жовтого, коричневого, бордового кольорів.";"388-miskantus-miscanthus";"miskantus-miscanthus";"1";"87";"";"";
"393";"48";"Молінія (Molinia)";"Молінія – це багаторічна трав’яниста рослина роду злакових, росте кущем. Має вузькі лінійні листочки плакучої форми. Деякі сорти можуть виростати до 1,5 м. Суцвіття цікавої видовженої форми що піднімаються над кущем. Молінію краще висаджувати в тіні або півтіні. Вона не любить сонячних місць. Грунт потрібно підбирати родючий та добре зволожений. Часто молінію використовують в ландшафтному дизайні: висаджують біля водойм, в альпінаріях та вздовж доріжок.";"393-moliniya-molinia";"moliniya-molinia";"1";"88";"";"";
"218";"48";"Молодило (Sempervivum)";"Молодило – компактна багаторічна вічнозелена рослина. В народі називають «кам’яна троянда». Короткі стебла з м'ясистим численним листям, які тісно розташовані в формі розетки. Молодило краще росте на добре освітлених ділянках, в тіні може втратити свою декоративність. Рослина невибаглива у виборі грунту, стійка до морозів і засухи, не потребує частого поливу. Зазвичай використовують в ландшафтному дизайні, рокаріях та альпінаріях в якості ґрунтопокривної рослини. Може допомогти приховати нерівності або дефекти ділянки.";"218-sempervivum";"sempervivum";"1";"89";"Молодило - Sempervivum";"Молодило - Sempervivum";
